CurveX,CurveY,HeadX,HeadY,TailX,TailY,MidlineLength,Frame,AbsX,AbsY,MidlineSlope 
0.000000,0.111232,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,52.250901,-0.521864,40.000000 
2.751023,-0.017072,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,49.501230,-0.729594,40.000000 
5.502045,-0.170231,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,46.751598,-0.962178,40.000000 
8.253068,-0.333777,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,44.001984,-1.205149,40.000000 
11.004090,-0.541845,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,41.252440,-1.492642,40.000000 
13.755113,-0.577125,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,38.502620,-1.607347,40.000000 
16.506135,-0.530200,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,35.752668,-1.639848,40.000000 
19.257158,-0.562616,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,33.002843,-1.751689,40.000000 
22.008180,-0.721627,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,30.253221,-1.990126,40.000000 
24.759203,-0.928350,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,27.503675,-2.276275,40.000000 
27.510225,-1.064359,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,24.754016,-2.491709,40.000000 
30.261248,-1.144458,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,22.004268,-2.651233,40.000000 
33.012270,-1.107935,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,19.254333,-2.694136,40.000000 
35.763293,-0.938300,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,16.504185,-2.603927,40.000000 
38.514316,-0.855863,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,13.754177,-2.600916,40.000000 
41.265338,-0.986720,835.000000,677.000000,945.000000,680.000000,20.970563,150.000000,11.004510,-2.811198,40.000000 
