CurveX,CurveY,Midline1X,Midline1Y,Midline2X,Midline2Y,DistanceAlongMidline,Frame,AbsX,AbsY,MidlineSlope 
0.000000,-0.508053,835.000000,676.000000,983.000000,679.000000,0.000000,150.000000,835.000000,676.508053,0.020270 
3.021029,-0.770337,835.000000,676.000000,983.000000,679.000000,3.021029,150.000000,838.020408,676.831574,0.020270 
6.042057,-1.006431,835.000000,676.000000,983.000000,679.000000,6.042057,150.000000,841.040816,677.128906,0.020270 
9.063086,-1.213158,835.000000,676.000000,983.000000,679.000000,9.063086,150.000000,844.061224,677.396869,0.020270 
12.084114,-1.393308,835.000000,676.000000,983.000000,679.000000,12.084114,150.000000,847.081633,677.638256,0.020270 
15.105143,-1.527394,835.000000,676.000000,983.000000,679.000000,15.105143,150.000000,850.102041,677.833579,0.020270 
18.126172,-1.634795,835.000000,676.000000,983.000000,679.000000,18.126172,150.000000,853.122449,678.002218,0.020270 
21.147200,-1.745594,835.000000,676.000000,983.000000,679.000000,21.147200,150.000000,856.142857,678.174254,0.020270 
24.168229,-1.879362,835.000000,676.000000,983.000000,679.000000,24.168229,150.000000,859.163265,678.369258,0.020270 
27.189258,-2.060713,835.000000,676.000000,983.000000,679.000000,27.189258,150.000000,862.183673,678.611847,0.020270 
30.210286,-2.286664,835.000000,676.000000,983.000000,679.000000,30.210286,150.000000,865.204082,678.899035,0.020270 
33.231315,-2.506184,835.000000,676.000000,983.000000,679.000000,33.231315,150.000000,868.224490,679.179792,0.020270 
36.252343,-2.661421,835.000000,676.000000,983.000000,679.000000,36.252343,150.000000,871.244898,679.396266,0.020270 
39.273372,-2.679619,835.000000,676.000000,983.000000,679.000000,39.273372,150.000000,874.265306,679.475701,0.020270 
42.294401,-2.539750,835.000000,676.000000,983.000000,679.000000,42.294401,150.000000,877.285714,679.397069,0.020270 
45.315429,-2.266188,835.000000,676.000000,983.000000,679.000000,45.315429,150.000000,880.306122,679.184744,0.020270 
48.336458,-1.966182,835.000000,676.000000,983.000000,679.000000,48.336458,150.000000,883.326531,678.945975,0.020270 
51.357487,-1.686263,835.000000,676.000000,983.000000,679.000000,51.357487,150.000000,886.346939,678.727293,0.020270 
54.378515,-1.297851,835.000000,676.000000,983.000000,679.000000,54.378515,150.000000,889.367347,678.400118,0.020270 
57.399544,-0.629228,835.000000,676.000000,983.000000,679.000000,57.399544,150.000000,892.387755,677.792732,0.020270 
60.420572,0.338600,835.000000,676.000000,983.000000,679.000000,60.420572,150.000000,895.408163,676.886141,0.020270 
63.441601,1.477210,835.000000,676.000000,983.000000,679.000000,63.441601,150.000000,898.428571,675.808769,0.020270 
66.462630,2.550522,835.000000,676.000000,983.000000,679.000000,66.462630,150.000000,901.448980,674.796694,0.020270 
69.483658,3.384033,835.000000,676.000000,983.000000,679.000000,69.483658,150.000000,904.469388,674.024420,0.020270 
72.504687,4.112720,835.000000,676.000000,983.000000,679.000000,72.504687,150.000000,907.489796,673.356969,0.020270 
75.525715,4.902490,835.000000,676.000000,983.000000,679.000000,75.525715,150.000000,910.510204,672.628437,0.020270 
78.546744,5.841851,835.000000,676.000000,983.000000,679.000000,78.546744,150.000000,913.530612,671.750313,0.020270 
81.567773,6.649515,835.000000,676.000000,983.000000,679.000000,81.567773,150.000000,916.551020,671.003886,0.020270 
84.588801,7.017526,835.000000,676.000000,983.000000,679.000000,84.588801,150.000000,919.571429,670.697112,0.020270 
87.609830,6.912166,835.000000,676.000000,983.000000,679.000000,87.609830,150.000000,922.591837,670.863709,0.020270 
90.630859,6.295777,835.000000,676.000000,983.000000,679.000000,90.630859,150.000000,925.612245,671.541335,0.020270 
93.651887,5.305612,835.000000,676.000000,983.000000,679.000000,93.651887,150.000000,928.632653,672.592737,0.020270 
96.672916,3.931842,835.000000,676.000000,983.000000,679.000000,96.672916,150.000000,931.653061,674.027744,0.020270 
99.693944,2.500117,835.000000,676.000000,983.000000,679.000000,99.693944,150.000000,934.673469,675.520706,0.020270 
102.714973,1.346142,835.000000,676.000000,983.000000,679.000000,102.714973,150.000000,937.693878,676.735918,0.020270 
105.736002,0.338888,835.000000,676.000000,983.000000,679.000000,105.736002,150.000000,940.714286,677.804410,0.020270 
108.757030,-0.506707,835.000000,676.000000,983.000000,679.000000,108.757030,150.000000,943.734694,678.711241,0.020270 
111.778059,-1.176629,835.000000,676.000000,983.000000,679.000000,111.778059,150.000000,946.755102,679.442400,0.020270 
114.799087,-1.698943,835.000000,676.000000,983.000000,679.000000,114.799087,150.000000,949.775510,680.025952,0.020270 
117.820116,-2.082863,835.000000,676.000000,983.000000,679.000000,117.820116,150.000000,952.795918,680.471108,0.020270 
120.841145,-2.330908,835.000000,676.000000,983.000000,679.000000,120.841145,150.000000,955.816327,680.780391,0.020270 
123.862173,-2.445600,835.000000,676.000000,983.000000,679.000000,123.862173,150.000000,958.836735,680.956320,0.020270 
126.883202,-2.429460,835.000000,676.000000,983.000000,679.000000,126.883202,150.000000,961.857143,681.001417,0.020270 
129.904231,-2.285007,835.000000,676.000000,983.000000,679.000000,129.904231,150.000000,964.877551,680.918201,0.020270 
132.925259,-2.014763,835.000000,676.000000,983.000000,679.000000,132.925259,150.000000,967.897959,680.709194,0.020270 
135.946288,-1.621247,835.000000,676.000000,983.000000,679.000000,135.946288,150.000000,970.918367,680.376915,0.020270 
138.967316,-1.106982,835.000000,676.000000,983.000000,679.000000,138.967316,150.000000,973.938776,679.923887,0.020270 
141.988345,-0.474486,835.000000,676.000000,983.000000,679.000000,141.988345,150.000000,976.959184,679.352628,0.020270 
145.009374,0.273718,835.000000,676.000000,983.000000,679.000000,145.009374,150.000000,979.979592,678.665661,0.020270 
148.030402,1.135111,835.000000,676.000000,983.000000,679.000000,148.030402,150.000000,983.000000,677.865505,0.020270 
0.000000,-1.657480,833.000000,675.000000,948.000000,680.000000,0.000000,153.000000,833.000000,676.657480,0.043478 
3.029175,-1.789728,833.000000,675.000000,948.000000,680.000000,3.029175,153.000000,836.026316,676.921431,0.043478 
6.058350,-1.878552,833.000000,675.000000,948.000000,680.000000,6.058350,153.000000,839.052632,677.141958,0.043478 
9.087525,-1.927152,833.000000,675.000000,948.000000,680.000000,9.087525,153.000000,842.078947,677.322261,0.043478 
12.116699,-1.934397,833.000000,675.000000,948.000000,680.000000,12.116699,153.000000,845.105263,677.461210,0.043478 
15.145874,-1.897172,833.000000,675.000000,948.000000,680.000000,15.145874,153.000000,848.131579,677.555688,0.043478 
18.175049,-1.883777,833.000000,675.000000,948.000000,680.000000,18.175049,153.000000,851.157895,677.673997,0.043478 
21.204224,-1.864988,833.000000,675.000000,948.000000,680.000000,21.204224,153.000000,854.184211,677.786911,0.043478 
24.233399,-1.925935,833.000000,675.000000,948.000000,680.000000,24.233399,153.000000,857.210526,677.979561,0.043478 
27.262574,-2.042700,833.000000,675.000000,948.000000,680.000000,27.262574,153.000000,860.236842,678.228029,0.043478 
30.291749,-2.186713,833.000000,675.000000,948.000000,680.000000,30.291749,153.000000,863.263158,678.503746,0.043478 
33.320923,-2.394419,833.000000,675.000000,948.000000,680.000000,33.320923,153.000000,866.289474,678.843155,0.043478 
36.350098,-2.596526,833.000000,675.000000,948.000000,680.000000,36.350098,153.000000,869.315789,679.176965,0.043478 
39.379273,-2.679457,833.000000,675.000000,948.000000,680.000000,39.379273,153.000000,872.342105,679.391599,0.043478 
42.408448,-2.674050,833.000000,675.000000,948.000000,680.000000,42.408448,153.000000,875.368421,679.517896,0.043478 
45.437623,-2.617387,833.000000,675.000000,948.000000,680.000000,45.437623,153.000000,878.394737,679.592936,0.043478 
48.466798,-2.440707,833.000000,675.000000,948.000000,680.000000,48.466798,153.000000,881.421053,679.547959,0.043478 
51.495972,-2.147766,833.000000,675.000000,948.000000,680.000000,51.495972,153.000000,884.447368,679.386721,0.043478 
54.525147,-1.716631,833.000000,675.000000,948.000000,680.000000,54.525147,153.000000,887.473684,679.087290,0.043478 
57.554322,-1.037801,833.000000,675.000000,948.000000,680.000000,57.554322,153.000000,890.500000,678.540163,0.043478 
60.583497,-0.162046,833.000000,675.000000,948.000000,680.000000,60.583497,153.000000,893.526316,677.796111,0.043478 
63.612672,0.779756,833.000000,675.000000,948.000000,680.000000,63.612672,153.000000,896.552632,676.986012,0.043478 
66.641847,1.767077,833.000000,675.000000,948.000000,680.000000,66.641847,153.000000,899.578947,676.130394,0.043478 
69.671022,2.788366,833.000000,675.000000,948.000000,680.000000,69.671022,153.000000,902.605263,675.240809,0.043478 
72.700196,3.875096,833.000000,675.000000,948.000000,680.000000,72.700196,153.000000,905.631579,674.285782,0.043478 
75.729371,5.093888,833.000000,675.000000,948.000000,680.000000,75.729371,153.000000,908.657895,673.198693,0.043478 
78.758546,6.295485,833.000000,675.000000,948.000000,680.000000,78.758546,153.000000,911.684211,672.128800,0.043478 
81.787721,7.387729,833.000000,675.000000,948.000000,680.000000,81.787721,153.000000,914.710526,671.168259,0.043478 
84.816896,8.255345,833.000000,675.000000,948.000000,680.000000,84.816896,153.000000,917.736842,670.432346,0.043478 
87.846071,8.692999,833.000000,675.000000,948.000000,680.000000,87.846071,153.000000,920.763158,670.126395,0.043478 
90.875246,8.665126,833.000000,675.000000,948.000000,680.000000,90.875246,153.000000,923.789474,670.285971,0.043478 
93.904420,8.196966,833.000000,675.000000,948.000000,680.000000,93.904420,153.000000,926.815789,670.885835,0.043478 
96.933595,7.272123,833.000000,675.000000,948.000000,680.000000,96.933595,153.000000,929.842105,671.942381,0.043478 
99.962770,6.112212,833.000000,675.000000,948.000000,680.000000,99.962770,153.000000,932.868421,673.233995,0.043478 
102.991945,4.836002,833.000000,675.000000,948.000000,680.000000,102.991945,153.000000,935.894737,674.641908,0.043478 
106.021120,3.617668,833.000000,675.000000,948.000000,680.000000,106.021120,153.000000,938.921053,675.991946,0.043478 
109.050295,2.430964,833.000000,675.000000,948.000000,680.000000,109.050295,153.000000,941.947368,677.310353,0.043478 
112.079469,1.267782,833.000000,675.000000,948.000000,680.000000,112.079469,153.000000,944.973684,678.605239,0.043478 
115.108644,0.139171,833.000000,675.000000,948.000000,680.000000,115.108644,153.000000,948.000000,679.865553,0.043478 
0.000000,-0.277427,832.000000,676.000000,950.000000,679.000000,0.000000,156.000000,832.000000,676.277427,0.025424 
3.026619,-0.503527,832.000000,676.000000,950.000000,679.000000,3.026619,156.000000,835.025641,676.580475,0.025424 
6.053237,-0.681919,832.000000,676.000000,950.000000,679.000000,6.053237,156.000000,838.051282,676.835815,0.025424 
9.079856,-0.817737,832.000000,676.000000,950.000000,679.000000,9.079856,156.000000,841.076923,677.048581,0.025424 
12.106475,-0.899844,832.000000,676.000000,950.000000,679.000000,12.106475,156.000000,844.102564,677.207636,0.025424 
15.133094,-0.915781,832.000000,676.000000,950.000000,679.000000,15.133094,156.000000,847.128205,677.300520,0.025424 
18.159712,-1.020033,832.000000,676.000000,950.000000,679.000000,18.159712,156.000000,850.153846,677.481721,0.025424 
21.186331,-1.117247,832.000000,676.000000,950.000000,679.000000,21.186331,156.000000,853.179487,677.655883,0.025424 
24.212950,-1.243889,832.000000,676.000000,950.000000,679.000000,24.212950,156.000000,856.205128,677.859473,0.025424 
27.239568,-1.466155,832.000000,676.000000,950.000000,679.000000,27.239568,156.000000,859.230769,678.158687,0.025424 
30.266187,-1.736993,832.000000,676.000000,950.000000,679.000000,30.266187,156.000000,862.256410,678.506472,0.025424 
33.292806,-2.009024,832.000000,676.000000,950.000000,679.000000,33.292806,156.000000,865.282051,678.855451,0.025424 
36.319424,-2.249484,832.000000,676.000000,950.000000,679.000000,36.319424,156.000000,868.307692,679.172860,0.025424 
39.346043,-2.385604,832.000000,676.000000,950.000000,679.000000,39.346043,156.000000,871.333333,679.385927,0.025424 
42.372662,-2.415598,832.000000,676.000000,950.000000,679.000000,42.372662,156.000000,874.358974,679.492869,0.025424 
45.399281,-2.402587,832.000000,676.000000,950.000000,679.000000,45.399281,156.000000,877.384615,679.556806,0.025424 
48.425899,-2.353196,832.000000,676.000000,950.000000,679.000000,48.425899,156.000000,880.410256,679.584363,0.025424 
51.452518,-2.227438,832.000000,676.000000,950.000000,679.000000,51.452518,156.000000,883.435897,679.535553,0.025424 
54.479137,-1.924164,832.000000,676.000000,950.000000,679.000000,54.479137,156.000000,886.461538,679.309227,0.025424 
57.505755,-1.443984,832.000000,676.000000,950.000000,679.000000,57.505755,156.000000,889.487179,678.905995,0.025424 
60.532374,-0.873961,832.000000,676.000000,950.000000,679.000000,60.532374,156.000000,892.512821,678.412920,0.025424 
63.558993,-0.282075,832.000000,676.000000,950.000000,679.000000,63.558993,156.000000,895.538462,677.897982,0.025424 
66.585611,0.395514,832.000000,676.000000,950.000000,679.000000,66.585611,156.000000,898.564103,677.297341,0.025424 
69.612230,1.333370,832.000000,676.000000,950.000000,679.000000,69.612230,156.000000,901.589744,676.436433,0.025424 
72.638849,2.610245,832.000000,676.000000,950.000000,679.000000,72.638849,156.000000,904.615385,675.236506,0.025424 
75.665468,4.071394,832.000000,676.000000,950.000000,679.000000,75.665468,156.000000,907.641026,673.852304,0.025424 
78.692086,5.444038,832.000000,676.000000,950.000000,679.000000,78.692086,156.000000,910.666667,672.556608,0.025424 
81.718705,6.582527,832.000000,676.000000,950.000000,679.000000,81.718705,156.000000,913.692308,671.495067,0.025424 
84.745324,7.416161,832.000000,676.000000,950.000000,679.000000,84.745324,156.000000,916.717949,670.738381,0.025424 
87.771942,7.962289,832.000000,676.000000,950.000000,679.000000,87.771942,156.000000,919.743590,670.269201,0.025424 
90.798561,8.226649,832.000000,676.000000,950.000000,679.000000,90.798561,156.000000,922.769231,670.081789,0.025424 
93.825180,8.178975,832.000000,676.000000,950.000000,679.000000,93.825180,156.000000,925.794872,670.206411,0.025424 
96.851799,7.816155,832.000000,676.000000,950.000000,679.000000,96.851799,156.000000,928.820513,670.646178,0.025424 
99.878417,7.168246,832.000000,676.000000,950.000000,679.000000,99.878417,156.000000,931.846154,671.371035,0.025424 
102.905036,6.191588,832.000000,676.000000,950.000000,679.000000,102.905036,156.000000,934.871795,672.424642,0.025424 
105.931655,5.052681,832.000000,676.000000,950.000000,679.000000,105.931655,156.000000,937.897436,673.640497,0.025424 
108.958273,3.689529,832.000000,676.000000,950.000000,679.000000,108.958273,156.000000,940.923077,675.080597,0.025424 
111.984892,2.105900,832.000000,676.000000,950.000000,679.000000,111.984892,156.000000,943.948718,676.741173,0.025424 
115.011511,0.311616,832.000000,676.000000,950.000000,679.000000,115.011511,156.000000,946.974359,678.612406,0.025424 
118.038129,-1.682770,832.000000,676.000000,950.000000,679.000000,118.038129,156.000000,950.000000,680.683740,0.025424 
0.000000,-3.058758,832.000000,675.000000,952.000000,680.000000,0.000000,159.000000,832.000000,678.058758,0.041667 
3.002603,-2.305232,832.000000,675.000000,952.000000,680.000000,3.002603,159.000000,835.000000,677.430340,0.041667 
6.005206,-1.715016,832.000000,675.000000,952.000000,680.000000,6.005206,159.000000,838.000000,676.965233,0.041667 
9.007809,-1.284410,832.000000,675.000000,952.000000,680.000000,9.007809,159.000000,841.000000,676.659736,0.041667 
12.010412,-1.009235,832.000000,675.000000,952.000000,680.000000,12.010412,159.000000,844.000000,676.509668,0.041667 
15.013015,-0.888736,832.000000,675.000000,952.000000,680.000000,15.013015,159.000000,847.000000,676.514279,0.041667 
18.015618,-0.948068,832.000000,675.000000,952.000000,680.000000,18.015618,159.000000,850.000000,676.698718,0.041667 
21.018221,-1.156211,832.000000,675.000000,952.000000,680.000000,21.018221,159.000000,853.000000,677.031970,0.041667 
24.020824,-1.414510,832.000000,675.000000,952.000000,680.000000,24.020824,159.000000,856.000000,677.415377,0.041667 
27.023427,-1.704376,832.000000,675.000000,952.000000,680.000000,27.023427,159.000000,859.000000,677.830352,0.041667 
